energy,z2_overlap_sq,is_tower_state
3.3884407557,1.183e-07,0
3.3889804670,1.274e-08,0
3.3898243527,3.178e-07,0
3.3910142859,7.329e-07,0
3.3912362101,1.092e-07,0
3.3940684092,1.404e-09,0
3.3951131686,1.468e-08,0
3.3952633555,1.014e-07,0
3.3960354009,1.544e-08,0
3.3967451600,1.646e-07,0
3.3974682129,4.352e-08,0
3.3982750960,1.012e-07,0
3.3991674633,2.422e-10,0
3.4018861140,2.081e-09,0
3.4031723528,8.060e-09,0
3.4038252239,9.633e-10,0
3.4052250200,8.643e-11,0
3.4061365371,1.195e-10,0
3.4075073063,2.818e-08,0
3.4083241141,2.331e-08,0
3.4098791178,2.220e-08,0
3.4113234240,1.801e-09,0
3.4116532446,9.441e-08,0
3.4121711379,5.773e-09,0
3.4124450223,3.186e-08,0
3.4135674021,8.627e-09,0
3.4144842638,3.845e-10,0
3.4164030645,4.242e-09,0
3.4176747031,2.344e-09,0
3.4179673879,7.486e-09,0
3.4183372249,2.536e-09,0
3.4191551784,3.438e-09,0
3.4213951293,1.420e-07,0
3.4250586600,3.276e-10,0
3.4269510937,2.232e-10,0
3.4273272089,2.961e-09,0
3.4274390657,3.087e-09,0
3.4285330582,3.952e-09,0
3.4313848276,9.728e-09,0
3.4321842042,3.492e-09,0
3.4328175609,2.860e-10,0
3.4334521547,6.461e-10,0
3.4340198565,8.326e-08,0
3.4344950324,6.528e-06,0
3.4352108053,4.418e-08,0
3.4371777695,9.424e-10,0
3.4377313491,9.123e-09,0
3.4398735138,2.810e-08,0
3.4408434102,6.219e-10,0
3.4428628965,1.774e-08,0
3.4429352795,5.633e-07,0
3.4440401938,2.859e-09,0
3.4444371535,2.215e-08,0
3.4461043499,3.121e-08,0
3.4473127204,8.784e-09,0
3.4475274025,1.162e-09,0
3.4484385047,1.034e-08,0
3.4489920636,2.053e-08,0
3.4498264507,1.358e-07,0
3.4509760092,1.012e-07,0
3.4535395927,5.519e-08,0
3.4543185787,1.636e-08,0
3.4578173887,1.203e-08,0
3.4590732314,1.065e-08,0
3.4598543522,1.150e-09,0
3.4609699369,1.984e-09,0
3.4612453610,1.059e-08,0
3.4627838444,2.998e-09,0
3.4637121756,2.124e-07,0
3.4651531236,5.027e-09,0
3.4653600502,2.305e-07,0
3.4666905090,1.004e-11,0
3.4679667733,1.277e-07,0
3.4692079082,6.307e-08,0
3.4698897056,3.229e-08,0
3.4707394526,7.706e-06,0
3.4718999961,6.853e-07,0
3.4742997094,2.421e-09,0
3.4758670834,3.981e-11,0
3.4762615272,6.466e-09,0
3.4766382423,2.072e-08,0
3.4771736121,9.372e-08,0
3.4799170283,2.302e-08,0
3.4802655359,2.366e-10,0
3.4820957678,1.382e-09,0
3.4834906346,1.675e-08,0
3.4842334804,3.728e-08,0
3.4844155123,4.198e-09,0
3.4850860055,6.451e-08,0
3.4861842043,3.613e-12,0
3.4870915826,2.302e-09,0
3.4899117693,9.064e-12,0
3.4906893455,9.062e-08,0
3.4915125595,2.054e-09,0
3.4927357961,1.020e-08,0
3.4939989987,2.752e-06,0
3.4954648176,2.587e-07,0
3.4982816834,2.893e-08,0
3.4996713657,2.181e-07,0
3.5003775806,1.910e-07,0
3.5017973643,1.641e-06,0
3.5021544888,9.236e-11,0
3.5025719356,5.233e-07,0
3.5026479060,5.312e-08,0
3.5034576828,6.852e-06,0
3.5043688060,2.180e-06,0
3.5047397854,1.749e-06,0
3.5047876866,1.096e-05,0
3.5059571159,1.447e-05,0
3.5062094223,8.665e-06,0
3.5084836170,1.355e-07,0
3.5096828532,1.671e-06,0
3.5106561903,1.658e-06,0
3.5109693767,2.205e-07,0
3.5116282041,5.092e-09,0
3.5133850196,9.244e-07,0
3.5156830944,1.829e-06,0
3.5161587666,2.758e-06,0
3.5167270511,4.111e-07,0
3.5168518660,2.966e-08,0
3.5175238417,1.382e-07,0
3.5186745005,2.056e-09,0
3.5190108297,2.560e-07,0
3.5196822929,6.629e-07,0
3.5203478788,1.027e-08,0
3.5214829246,1.583e-07,0
3.5217391392,6.217e-07,0
3.5222226011,1.962e-08,0
3.5234485764,1.011e-08,0
3.5244789415,7.282e-10,0
3.5269687124,1.316e-07,0
3.5273595511,2.283e-08,0
3.5288811702,1.676e-07,0
3.5303999255,3.379e-10,0
3.5309776333,1.229e-07,0
3.5314751848,1.098e-07,0
3.5321089102,3.916e-07,0
3.5327212937,8.711e-08,0
3.5330829792,7.288e-09,0
3.5358406411,9.371e-08,0
3.5388133906,5.980e-08,0
3.5389009787,6.840e-09,0
3.5409529671,1.821e-07,0
3.5416355781,4.965e-08,0
3.5430416309,5.795e-08,0
3.5440832203,7.184e-09,0
3.5451197588,1.293e-08,0
3.5457556382,7.688e-10,0
3.5483987754,3.140e-09,0
3.5506143966,5.810e-08,0
3.5523273318,1.168e-09,0
3.5527660087,1.762e-07,0
3.5537156048,5.139e-08,0
3.5557991644,8.307e-08,0
3.5574390548,7.233e-10,0
3.5580208662,2.928e-08,0
3.5588246233,4.315e-10,0
3.5588952088,1.177e-12,0
3.5602543489,5.952e-09,0
3.5615774756,4.931e-09,0
3.5631553357,7.166e-09,0
3.5649588976,3.305e-09,0
3.5656516515,1.036e-07,0
3.5664869724,1.905e-06,0
3.5677964722,4.061e-08,0
3.5682587843,9.119e-09,0
3.5702699381,2.415e-09,0
3.5716111002,2.519e-09,0
3.5727134188,2.793e-09,0
3.5745336794,5.240e-10,0
3.5769993283,3.902e-09,0
3.5778166116,2.334e-09,0
3.5786891028,6.644e-12,0
3.5791474524,7.524e-10,0
3.5809568771,5.280e-09,0
3.5829552960,3.140e-09,0
3.5851051684,2.615e-09,0
3.5870053845,2.157e-10,0
3.5880731295,7.390e-09,0
3.5882838854,7.154e-14,0
3.5893152037,7.437e-08,0
3.5915727972,1.233e-08,0
3.5940265453,5.465e-11,0
3.5944844400,5.669e-08,0
3.5967280815,4.564e-09,0
3.5975088111,3.302e-08,0
3.6003071657,2.450e-09,0
3.6026934739,7.752e-10,0
3.6048265419,6.736e-10,0
3.6053908626,1.776e-09,0
3.6081001760,3.201e-08,0
3.6096247612,1.464e-08,0
3.6120634386,4.460e-11,0
3.6158855863,8.092e-09,0
3.6181674642,6.305e-09,0
3.6203711747,9.254e-08,0
3.6206605469,2.321e-08,0
3.6222472233,1.148e-09,0
3.6225893680,2.174e-09,0
3.6272064838,2.700e-09,0
3.6279071281,1.665e-09,0
3.6291633747,4.961e-08,0
3.6304161432,4.248e-07,0
3.6319092767,6.215e-09,0
3.6330894461,7.966e-09,0
3.6348406531,7.446e-08,0
3.6385534931,1.458e-08,0
3.6391236118,3.860e-09,0
3.6393970192,5.364e-10,0
3.6397224673,4.299e-08,0
3.6414096778,4.857e-08,0
3.6415523349,4.504e-08,0
3.6421064150,9.314e-07,0
3.6425240196,8.272e-08,0
3.6435306904,3.672e-08,0
3.6446057721,7.266e-10,0
3.6452756890,3.546e-08,0
3.6471976922,1.277e-08,0
3.6490046612,1.003e-10,0
3.6506231428,4.041e-08,0
3.6510047471,1.057e-08,0
3.6514864200,1.047e-08,0
3.6525003091,1.410e-09,0
3.6527752525,3.124e-09,0
3.6542868118,8.168e-09,0
3.6569706257,1.663e-08,0
3.6585246039,2.666e-09,0
3.6591336230,2.361e-07,0
3.6599518499,1.862e-08,0
3.6623408816,4.991e-11,0
3.6645730394,1.749e-09,0
3.6659158879,4.381e-13,0
3.6668644786,9.016e-08,0
3.6684641796,1.808e-07,0
3.6689072189,3.179e-10,0
3.6690438371,7.321e-09,0
3.6711929553,2.060e-08,0
3.6728220612,2.637e-04,0
3.6736328710,1.530e-05,0
3.6739219071,7.577e-08,0
3.6746172286,1.719e-09,0
3.6756749802,2.571e-09,0
3.6761088146,1.291e-07,0
3.6763923821,1.121e-07,0
3.6780178396,3.330e-08,0
3.6789753091,4.734e-08,0
3.6800741715,1.881e-07,0
3.6808788499,2.484e-07,0
3.6851927050,2.882e-10,0
3.6855574749,6.191e-08,0
3.6867412119,8.543e-10,0
3.6890960960,9.217e-11,0
3.6895320640,2.143e-10,0
3.6906024967,1.048e-11,0
3.6907347761,7.143e-10,0
3.6914004701,1.461e-09,0
3.6935211124,6.972e-10,0
3.6960365171,3.962e-09,0
3.6964506989,1.747e-08,0
3.6971807400,2.483e-09,0
3.6978575991,4.822e-09,0
3.6980050502,4.560e-09,0
3.6995309042,1.718e-08,0
3.6998548368,1.837e-08,0
3.6999993425,9.831e-12,0
3.7009689321,5.839e-09,0
3.7013438783,4.158e-08,0
3.7022901705,3.228e-09,0
3.7026805888,7.614e-09,0
3.7031978388,6.521e-13,0
3.7036374595,1.483e-07,0
3.7053756985,6.166e-09,0
3.7055963598,2.137e-09,0
3.7064578354,4.857e-09,0
3.7064912928,6.143e-10,0
3.7073571819,3.239e-09,0
3.7084473960,1.072e-09,0
3.7092405718,6.029e-09,0
3.7098117163,8.110e-09,0
3.7108346130,4.037e-13,0
3.7119126082,5.038e-10,0
3.7127674271,6.425e-10,0
3.7128986290,4.248e-10,0
3.7130934446,8.314e-10,0
3.7142376776,9.102e-11,0
3.7161412946,3.025e-10,0
3.7170533232,7.850e-09,0
3.7173532871,1.171e-09,0
3.7183774519,2.179e-09,0
3.7190465636,2.177e-09,0
3.7198129244,2.454e-10,0
3.7208654371,4.837e-08,0
3.7211858380,1.613e-08,0
3.7223192040,3.258e-09,0
3.7226548587,1.084e-09,0
3.7249764534,1.336e-07,0
3.7268623383,3.758e-11,0
3.7278040340,1.049e-08,0
3.7282909897,7.395e-08,0
3.7286097487,1.088e-08,0
3.7290838964,4.978e-08,0
3.7300950837,3.551e-12,0
3.7308777190,2.415e-10,0
3.7312435108,2.570e-09,0
3.7315743969,1.244e-09,0
3.7331159592,1.558e-08,0
3.7336362732,8.733e-09,0
3.7344693899,3.852e-09,0
3.7354044903,3.202e-08,0
3.7374039914,6.375e-09,0
3.7399425900,7.965e-08,0
3.7410688681,1.052e-07,0
3.7416764524,2.194e-07,0
3.7443399585,3.166e-10,0
3.7444855981,2.095e-09,0
3.7461624705,1.951e-09,0
3.7465591211,2.210e-07,0
3.7468417119,1.413e-08,0
3.7488960076,5.823e-08,0
3.7499039500,1.748e-09,0
3.7503593008,2.979e-09,0
3.7514383629,9.412e-10,0
3.7517123374,8.325e-09,0
3.7536927588,9.139e-10,0
3.7558553671,3.428e-09,0
3.7566154573,1.127e-09,0
3.7593790387,3.376e-09,0
3.7601026479,7.736e-10,0
3.7608360283,1.014e-09,0
3.7611312224,3.741e-09,0
3.7612454913,5.938e-10,0
3.7619667957,5.735e-09,0
3.7625601210,5.002e-09,0
3.7630071057,3.899e-10,0
3.7661773868,2.046e-08,0
3.7673111968,1.738e-08,0
3.7682639136,1.767e-08,0
3.7688499351,3.507e-07,0
3.7693879635,5.791e-08,0
3.7700787838,1.096e-07,0
3.7710686113,1.025e-08,0
3.7718704048,1.629e-07,0
3.7722488941,7.961e-07,0
3.7725739625,1.794e-11,0
3.7727910605,4.892e-08,0
3.7733919294,8.281e-09,0
3.7743787474,2.296e-07,0
3.7750192804,1.931e-07,0
3.7776048033,5.952e-09,0
3.7790511936,3.406e-09,0
3.7814192071,1.978e-07,0
3.7815830323,1.984e-07,0
3.7822929639,4.078e-06,0
3.7831571314,4.122e-06,0
3.7845413754,2.247e-06,0
3.7847477093,2.866e-07,0
3.7849618437,3.549e-06,0
3.7867528335,9.138e-07,0
3.7883328979,5.094e-08,0
3.7910663175,8.250e-07,0
3.7940732631,3.847e-08,0
3.7946947014,3.428e-07,0
3.7953391012,8.370e-07,0
3.7966299802,3.980e-08,0
3.7970218271,1.704e-08,0
3.7978318488,1.779e-07,0
3.7989167252,3.326e-10,0
3.8037925177,1.048e-09,0
3.8047582395,1.894e-08,0
3.8054017759,1.238e-08,0
3.8061984229,1.328e-09,0
3.8092475328,5.234e-08,0
3.8100152844,2.584e-08,0
3.8107274456,2.273e-08,0
3.8114282964,1.018e-09,0
3.8124811113,3.034e-11,0
3.8135044410,3.501e-08,0
3.8186653404,3.567e-10,0
3.8200585858,9.740e-08,0
3.8212551201,2.278e-07,0
3.8218214956,7.370e-08,0
3.8222136859,2.798e-09,0
3.8230528778,6.683e-09,0
3.8240002026,3.477e-10,0
3.8247817883,3.627e-09,0
3.8273121254,2.513e-09,0
3.8286396190,2.834e-08,0
3.8292535862,2.547e-08,0
3.8304343322,2.215e-08,0
3.8308320134,3.593e-08,0
3.8311269258,6.896e-07,0
3.8317323248,1.120e-07,0
3.8324127769,1.498e-07,0
3.8330967924,3.567e-08,0
3.8368313783,4.497e-09,0
3.8385112695,2.454e-08,0
3.8398642346,8.252e-10,0
3.8414115712,3.274e-10,0
3.8420906944,2.262e-09,0
3.8423530838,7.920e-10,0
3.8432598906,1.196e-07,0
3.8469897524,3.388e-08,0
3.8474575489,6.421e-08,0
3.8491810807,2.729e-09,0
3.8517581795,2.438e-11,0
3.8558748390,3.488e-09,0
3.8574990743,3.256e-10,0
3.8598952137,7.162e-08,0
3.8624581736,6.093e-12,0
3.8638678510,3.133e-09,0
3.8672174845,1.639e-07,0
3.8689747142,9.785e-08,0
3.8695561043,4.822e-09,0
3.8723123375,3.462e-11,0
3.8729302777,6.188e-11,0
3.8743933945,8.883e-11,0
3.8763678272,2.797e-09,0
3.8819481650,1.777e-08,0
3.8823589634,9.313e-09,0
3.8826176277,1.340e-08,0
3.8838950933,9.909e-09,0
3.8863542619,5.449e-10,0
3.8866261186,1.557e-07,0
3.8886948876,3.531e-08,0
3.8901611854,1.331e-07,0
3.8914974608,3.224e-07,0
3.8918304896,3.220e-09,0
3.8924431630,2.382e-07,0
3.8929672643,1.749e-08,0
3.8940226539,3.848e-10,0
3.8953878678,9.111e-09,0
3.8967894920,1.610e-10,0
3.8980829174,1.878e-08,0
3.9001776695,1.076e-09,0
3.9023469526,1.836e-09,0
3.9031635270,2.732e-08,0
3.9042194695,1.747e-10,0
3.9047628833,1.278e-08,0
3.9063064349,1.297e-07,0
3.9082155933,7.804e-10,0
3.9082845332,3.458e-09,0
3.9092533494,2.514e-09,0
3.9104709021,1.219e-08,0
3.9115285734,5.930e-08,0
3.9121038518,2.764e-07,0
3.9131934646,1.708e-08,0
3.9137788757,5.342e-10,0
3.9157050102,2.493e-09,0
3.9166873821,5.221e-10,0
3.9169466684,1.147e-07,0
3.9180784535,7.123e-07,0
3.9195416688,1.522e-10,0
3.9207419419,2.568e-09,0
3.9212940236,1.621e-08,0
3.9221910566,2.301e-10,0
3.9222380801,5.311e-09,0
3.9229613715,1.633e-09,0
3.9246301996,2.227e-11,0
3.9256957934,1.466e-08,0
3.9260558328,4.428e-08,0
3.9272497773,1.986e-09,0
3.9278237178,1.185e-08,0
3.9288778674,1.523e-07,0
3.9293705059,1.216e-08,0
3.9300573243,1.219e-09,0
3.9301431594,1.818e-07,0
3.9304989082,2.416e-08,0
3.9324418682,5.882e-09,0
3.9344197388,4.143e-10,0
3.9359581199,1.048e-10,0
3.9364834077,5.739e-10,0
3.9377731709,9.982e-13,0
3.9380830726,3.049e-08,0
3.9398228205,1.533e-10,0
3.9416142614,7.971e-10,0
3.9426215187,4.112e-08,0
3.9430671461,5.027e-08,0
3.9442090356,3.016e-07,0
3.9448165593,1.201e-07,0
3.9452458775,1.671e-07,0
3.9456309767,3.985e-07,0
3.9469473093,1.892e-12,0
3.9481052565,1.840e-09,0
3.9487116876,5.003e-06,0
3.9490038485,2.155e-06,0
3.9502770086,4.061e-09,0
3.9514711004,5.074e-08,0
3.9519825963,9.593e-09,0
3.9541430873,8.808e-08,0
3.9548976422,6.349e-08,0
3.9558015996,1.756e-08,0
3.9570544008,1.304e-10,0
3.9587146419,3.277e-08,0
3.9588536324,2.586e-08,0
3.9597605311,5.980e-09,0
3.9611999988,6.666e-11,0
3.9624136903,1.622e-07,0
3.9633428547,4.885e-09,0
3.9647113935,4.522e-09,0
3.9656159750,1.225e-08,0
3.9664691642,1.201e-08,0
3.9666100007,1.139e-09,0
3.9672757237,5.204e-09,0
3.9690493785,1.755e-11,0
3.9693998610,3.361e-09,0
3.9700390687,2.203e-09,0
3.9707288436,3.457e-09,0
3.9712068230,7.607e-11,0
3.9729027038,1.579e-11,0
3.9737810300,3.192e-09,0
3.9740369306,1.763e-08,0
3.9755073630,2.069e-08,0
3.9776785468,6.294e-08,0
3.9777514922,1.404e-07,0
3.9792679291,1.267e-08,0
3.9811579615,1.221e-11,0
3.9824912000,2.662e-07,0
3.9837558510,8.713e-10,0
3.9853058074,1.900e-09,0
3.9855904158,1.360e-09,0
3.9882564662,1.643e-09,0
3.9889303550,1.335e-08,0
3.9906140082,2.938e-11,0
3.9914652712,1.311e-09,0
3.9926742479,1.023e-08,0
3.9932109110,7.589e-09,0
3.9943187582,1.283e-08,0
3.9948299481,6.175e-08,0
3.9976737558,1.996e-08,0
3.9992400023,2.390e-07,0
4.0006716314,6.167e-08,0
4.0021649905,4.842e-09,0
4.0059133730,2.090e-09,0
4.0061837510,2.687e-09,0
4.0076127031,9.888e-10,0
4.0094854864,1.698e-11,0
4.0100312517,6.142e-08,0
4.0108379972,8.688e-08,0
4.0117399129,6.069e-09,0
4.0120280978,1.084e-08,0
4.0131833395,5.140e-09,0
4.0144362293,4.903e-09,0
4.0192557629,1.686e-09,0
4.0194507610,1.799e-10,0
4.0198675760,8.602e-12,0
4.0217542061,1.498e-09,0
4.0229962204,5.269e-09,0
4.0234012575,1.341e-09,0
4.0238026671,1.198e-07,0
4.0248831995,4.629e-09,0
4.0264856124,4.291e-09,0
4.0268304509,1.254e-09,0
4.0271659189,1.160e-07,0
4.0280759648,1.647e-08,0
4.0300768875,2.458e-10,0
4.0301960099,3.477e-09,0
4.0306579805,2.360e-09,0
4.0319618641,3.832e-10,0
4.0321485176,3.562e-10,0
4.0326446120,1.925e-08,0
4.0344507633,6.346e-07,0
4.0356979325,3.015e-07,0
4.0364217053,1.014e-06,0
4.0367259682,1.252e-07,0
4.0378561143,4.959e-08,0
4.0383034329,2.423e-08,0
4.0394271747,1.606e-09,0
4.0400635547,1.984e-08,0
4.0404611585,2.380e-10,0
4.0439257481,1.635e-07,0
4.0457047501,5.719e-13,0
4.0462386705,8.907e-09,0
4.0493529180,2.518e-07,0
4.0495605455,3.795e-08,0
4.0499520772,8.161e-10,0
4.0516826473,4.784e-08,0
4.0527039188,2.104e-08,0
4.0540707974,9.831e-07,0
4.0561414241,9.616e-08,0
4.0564113764,7.403e-08,0
4.0570771547,7.585e-07,0
4.0574764389,5.981e-07,0
4.0579452482,6.825e-07,0
4.0585507191,2.142e-08,0
4.0587011651,1.186e-06,0
4.0600341147,1.015e-06,0
4.0606348220,6.929e-07,0
4.0609895498,2.144e-06,0
4.0623364786,2.234e-05,0
4.0625423986,1.176e-05,0
4.0631564325,8.419e-06,0
4.0640195422,5.121e-07,0
4.0682826204,4.059e-10,0
4.0701231373,1.016e-08,0
4.0705739617,1.195e-11,0
4.0713583345,4.122e-08,0
4.0716733221,2.608e-08,0
4.0733925647,1.945e-06,0
4.0743866629,1.600e-06,0
4.0761799343,4.048e-09,0
4.0768946266,2.154e-07,0
4.0771656416,1.044e-08,0
4.0790815625,7.952e-10,0
4.0793211043,3.705e-10,0
4.0813329519,6.492e-09,0
4.0819602025,4.482e-07,0
4.0823719634,1.226e-07,0
4.0835918362,1.613e-07,0
4.0854287124,4.232e-06,0
4.0857341512,2.665e-07,0
4.0867660077,3.120e-09,0
4.0885097466,3.678e-07,0
4.0893524625,3.956e-07,0
4.0897651401,3.833e-10,0
4.0898527373,2.878e-06,0
4.0903220604,2.060e-06,0
4.0922799225,2.964e-05,0
4.0928065830,2.249e-05,0
4.0931981236,5.206e-09,0
4.0940262102,2.289e-07,0
4.0948124472,5.437e-07,0
4.0998375615,7.474e-09,0
4.1004430043,2.573e-09,0
4.1014626347,5.351e-07,0
4.1024699027,5.624e-08,0
4.1026975466,2.588e-06,0
4.1029024695,3.867e-07,0
4.1041865325,1.140e-05,0
4.1057831051,1.708e-06,0
4.1072185576,5.247e-07,0
4.1081037832,1.223e-08,0
4.1097079116,1.780e-07,0
4.1115098860,5.085e-09,0
4.1164088135,1.145e-08,0
4.1171576848,2.198e-06,0
4.1202188498,9.890e-07,0
4.1210023324,2.681e-06,0
4.1225066932,1.525e-07,0
4.1237214526,4.490e-09,0
4.1240272149,1.241e-09,0
4.1247521976,4.223e-09,0
4.1259239737,4.664e-06,0
4.1274988370,2.536e-08,0
4.1278365095,1.676e-08,0
4.1305761237,2.962e-07,0
4.1308530697,1.846e-07,0
4.1341272868,5.216e-08,0
4.1381030257,8.802e-09,0
4.1388466783,2.046e-06,0
4.1390004935,1.725e-07,0
4.1410583555,5.999e-09,0
4.1412791000,3.634e-08,0
4.1415258086,3.243e-08,0
4.1425834079,1.102e-07,0
4.1439243379,3.574e-08,0
4.1460721212,1.157e-07,0
4.1470946382,4.584e-09,0
4.1478065599,7.460e-09,0
4.1484274931,1.861e-07,0
4.1486928948,2.538e-07,0
4.1495319625,3.231e-07,0
4.1501981303,5.120e-07,0
4.1510610278,6.975e-06,0
4.1520585815,2.195e-07,0
4.1529407523,5.345e-06,0
4.1538122449,3.101e-08,0
4.1542476484,1.407e-09,0
4.1553093972,1.221e-08,0
4.1585959901,1.648e-08,0
4.1631441989,2.821e-08,0
4.1636991778,2.273e-07,0
4.1655768583,7.249e-07,0
4.1661005579,1.772e-08,0
4.1664949666,1.530e-08,0
4.1713827117,5.597e-07,0
4.1718243101,2.917e-10,0
4.1767722618,3.718e-08,0
4.1780328967,1.360e-06,0
4.1802518786,3.449e-06,0
4.1812092400,3.193e-06,0
4.1848863288,9.010e-08,0
4.1863804841,3.187e-06,0
4.1868809590,5.018e-07,0
4.1885798782,1.077e-06,0
4.1887794693,3.198e-06,0
4.1932205027,1.691e-04,0
4.1950665348,5.621e-10,0
4.1953747747,1.042e-07,0
4.1970620723,3.930e-07,0
4.1998217022,1.098e-10,0
4.2011935647,1.872e-07,0
4.2019255203,8.191e-09,0
4.2041652581,6.304e-11,0
4.2062326395,2.355e-11,0
4.2088826108,2.932e-09,0
4.2097177159,4.746e-09,0
4.2125585370,1.949e-08,0
4.2130313954,3.064e-09,0
4.2144406267,3.525e-08,0
4.2180170286,5.113e-09,0
4.2193498843,2.332e-11,0
4.2209853539,5.123e-10,0
4.2213489610,1.371e-08,0
4.2232347229,1.257e-08,0
4.2245316538,1.225e-09,0
4.2271288479,1.141e-10,0
4.2280875603,5.226e-08,0
4.2328824613,1.943e-10,0
4.2334799663,2.370e-08,0
4.2337666102,1.141e-09,0
4.2359641107,1.771e-09,0
4.2377178293,1.168e-08,0
4.2390181822,2.260e-08,0
4.2395583668,3.330e-08,0
4.2402355010,4.513e-09,0
4.2432310233,2.882e-09,0
4.2459157712,3.019e-08,0
4.2479608875,7.165e-09,0
4.2481651511,3.749e-09,0
4.2522009742,7.246e-09,0
4.2524737107,1.317e-07,0
4.2528775559,1.913e-09,0
4.2550624646,3.172e-08,0
4.2563157788,2.260e-08,0
4.2569790568,5.102e-09,0
4.2579340926,9.431e-09,0
4.2579799769,3.782e-06,0
4.2586377562,5.610e-11,0
4.2598823836,1.017e-07,0
4.2601881112,4.977e-09,0
4.2618933030,9.636e-10,0
4.2635500815,2.618e-09,0
4.2656890960,1.471e-07,0
4.2661372342,6.686e-07,0
4.2672310410,7.555e-08,0
4.2675884852,8.959e-08,0
4.2685328644,1.533e-08,0
4.2690131306,5.929e-09,0
4.2707371326,7.915e-11,0
4.2720372332,2.430e-11,0
4.2727826666,2.527e-09,0
4.2748540595,7.926e-11,0
4.2752392614,3.835e-09,0
4.2775406342,2.356e-07,0
4.2789188649,4.554e-08,0
4.2803709838,1.199e-06,0
4.2813732190,5.348e-08,0
4.2820091581,3.419e-07,0
4.2851832253,2.623e-08,0
4.2856866217,1.643e-07,0
4.2866529114,1.501e-07,0
4.2885126840,3.761e-08,0
4.2895693862,5.118e-07,0
4.2905428144,4.076e-06,0
4.2914325808,4.633e-07,0
4.2922370263,5.230e-07,0
4.2926139088,1.221e-09,0
4.2934845097,5.259e-08,0
4.2943242145,5.321e-07,0
4.2947868879,1.391e-10,0
4.2960672887,1.694e-08,0
4.2963536809,9.459e-09,0
4.2968831019,1.148e-07,0
4.2973486788,2.265e-08,0
4.2986450960,1.607e-09,0
4.3007053933,1.202e-10,0
4.3011287452,7.514e-10,0
4.3025387026,7.756e-10,0
4.3029563766,2.478e-10,0
4.3042910023,2.675e-08,0
4.3070036751,1.859e-07,0
4.3081874588,4.098e-07,0
4.3089694615,2.466e-07,0
4.3111002025,1.872e-08,0
4.3117825636,5.337e-07,0
4.3132117209,5.457e-09,0
4.3145564349,1.347e-07,0
4.3157614497,1.725e-07,0
4.3167488762,2.344e-08,0
4.3178606000,1.107e-08,0
4.3203471992,2.176e-07,0
4.3211883816,4.349e-09,0
4.3223540056,4.902e-07,0
4.3238482562,5.855e-08,0
4.3267185531,1.315e-08,0
4.3269161186,2.739e-08,0
4.3288119883,1.099e-07,0
4.3301323432,2.010e-08,0
4.3313882919,2.965e-07,0
4.3325711931,1.747e-07,0
4.3333208498,6.887e-07,0
4.3338253984,4.167e-07,0
4.3343585157,1.749e-06,0
4.3352012334,1.355e-06,0
4.3385359434,1.090e-06,0
4.3396050468,6.213e-09,0
4.3402875453,1.827e-11,0
4.3409217919,1.630e-08,0
4.3419455997,7.770e-08,0
4.3427130000,1.363e-09,0
4.3433256056,4.225e-08,0
4.3443788257,7.840e-07,0
4.3460738323,2.074e-08,0
4.3493602747,4.380e-09,0
4.3501564623,2.686e-08,0
4.3510610908,2.640e-07,0
4.3537487790,1.467e-06,0
4.3545786671,4.375e-07,0
4.3550021766,1.747e-06,0
4.3551877114,2.578e-07,0
4.3568566948,7.380e-07,0
4.3577705878,4.851e-06,0
4.3578997906,2.488e-06,0
4.3623574773,3.110e-05,0
4.3624953545,7.265e-07,0
4.3633259428,4.221e-06,0
4.3639022528,7.028e-05,0
4.3655173567,1.837e-04,0
4.3662454207,1.495e-06,0
4.3719795367,7.957e-08,0
4.3730746960,1.281e-08,0
4.3770986236,1.970e-07,0
4.3816097007,1.627e-07,0
4.3851996274,5.637e-08,0
4.3863400239,3.492e-08,0
4.3865295529,1.366e-08,0
4.3890394017,1.611e-06,0
4.3893932901,8.890e-09,0
4.3924948115,4.022e-06,0
4.4007490600,3.630e-07,0
4.4012069680,1.848e-06,0
4.4023208378,1.826e-08,0
4.4032648074,2.573e-07,0
4.4062661875,5.337e-08,0
4.4091181311,3.223e-05,0
4.4102751368,5.024e-05,0
4.4110951237,3.127e-05,0
4.4132610729,9.707e-06,0
4.4137291452,8.818e-07,0
4.4175393259,2.028e-06,0
4.4201688512,1.134e-08,0
4.4207694179,1.391e-07,0
4.4215137057,6.006e-04,0
4.4216679720,3.591e-04,0
4.4221221493,8.910e-08,0
4.4229487632,3.833e-07,0
4.4242107529,1.245e-09,0
4.4278916784,3.606e-07,0
4.4283897435,7.579e-08,0
4.4294357276,2.281e-09,0
4.4303602456,1.142e-09,0
4.4313539843,2.469e-08,0
4.4350003475,1.188e-11,0
4.4361521105,1.080e-07,0
4.4367751498,2.013e-09,0
4.4392412166,1.493e-09,0
4.4401283764,8.490e-09,0
4.4420682136,3.744e-07,0
4.4434050045,1.086e-08,0
4.4442578375,3.547e-07,0
4.4473026425,1.257e-07,0
4.4479328742,1.436e-07,0
4.4487970700,1.544e-07,0
4.4494459230,5.956e-08,0
4.4509678630,4.055e-10,0
4.4513102320,9.735e-10,0
4.4516533074,4.921e-09,0
4.4523020394,1.711e-08,0
4.4535375066,9.953e-09,0
4.4542224832,7.106e-09,0
4.4554598212,1.761e-07,0
4.4566034016,4.552e-06,0
4.4567056225,9.249e-08,0
