input_port,output_port,theta_rad,relative_intensity
a,b,3.2114058236695664,0.0012179748700878752
a,b,3.2288591161895095,0.001902650954127223
a,b,3.2463124087094526,0.002739052315863308
a,b,3.2637657012293966,0.003726924179338999
a,b,3.2812189937493397,0.004865965629214847
a,b,3.2986722862692828,0.006155829702431122
a,b,3.316125578789226,0.0075961234938959395
a,b,3.33357887130917,0.009186408276168054
a,b,3.351032163829113,0.010926199633097195
a,b,3.368485456349056,0.012814967607382377
a,b,3.385938748868999,0.014852136862001732
a,b,3.4033920413889422,0.017037086855465795
a,b,3.4208453339088862,0.019369152030840598
a,b,3.4382986264288293,0.021847622018482254
a,b,3.4557519189487724,0.02447174185242318
a,b,3.4732052114687155,0.027240712200341532
a,b,3.4906585039886595,0.03015368960704585
a,b,3.5081117965086026,0.03320978675139914
a,b,3.5255650890285457,0.03640807271660629
a,b,3.543018381548489,0.039747573273779785
a,b,3.560471674068432,0.04322727117869946
a,b,3.577924966588376,0.04684610648167504
a,b,3.595378259108319,0.05060297685041651
a,b,3.612831551628262,0.05449673790581604
a,b,3.630284844148205,0.05852620357053641
a,b,3.647738136668149,0.06269014643030214
a,b,3.6651914291880923,0.06698729810778066
a,b,3.6826447217080354,0.07141634964894385
a,b,3.7000980142279785,0.07597595192178691
a,b,3.7175513067479216,0.08066471602728785
a,b,3.7350045992678655,0.08548121372247922
a,b,3.7524578917878086,0.09042397785550407
a,b,3.7699111843077517,0.0954915028125262
a,b,3.787364476827695,0.10068224497635345
a,b,3.804817769347639,0.10599462319663905
a,b,3.822271061867582,0.11142701927151458
a,b,3.839724354387525,0.1169777784405109
a,b,3.857177646907468,0.12264520988861383
a,b,3.874630939427411,0.12842758726130263
a,b,3.892084231947355,0.13432314919041483
a,b,3.9095375244672983,0.14033009983067446
a,b,3.9269908169872414,0.14644660940672613
a,b,3.9444441095071845,0.15267081477050115
a,b,3.9618974020271285,0.15900081996875073
a,b,3.9793506945470716,0.1654346968205708
a,b,3.9968039870670147,0.17197048550474625
a,b,4.014257279586958,0.1786061951567302
a,b,4.031710572106901,0.18533980447508103
a,b,4.049163864626845,0.1921692623371709
a,b,4.066617157146788,0.19909248842397573
a,b,4.084070449666731,0.2061073738537633
a,b,4.101523742186674,0.21321178182447673
a,b,4.118977034706618,0.2204035482646266
a,b,4.136430327226561,0.2276804824924864
a,b,4.153883619746504,0.23504036788339744
a,b,4.171336912266447,0.24248096254497273
a,b,4.1887902047863905,0.2499999999999996
a,b,4.2062434973063345,0.2575951898768315
a,b,4.223696789826278,0.26526421860705446
a,b,4.241150082346221,0.2730047501302264
a,b,4.258603374866164,0.280814426605461
a,b,4.276056667386108,0.2886908691296502
a,b,4.293509959906051,0.2966316784620999
a,b,4.310963252425994,0.304634435755363
a,b,4.328416544945937,0.3126967032920438
a,b,4.34586983746588,0.3208160252273495
a,b,4.363323129985824,0.32898992833716556
a,b,4.380776422505767,0.33721592277142154
a,b,4.39822971502571,0.34549150281252616
a,b,4.4156830075456535,0.35381414763863134
a,b,4.4331363000655974,0.3621813220915005
a,b,4.4505895925855405,0.37059047744873963
a,b,4.468042885105484,0.37903905220016604
a,b,4.485496177625427,0.38752447282806735
a,b,4.50294947014537,0.39604415459111997
a,b,4.520402762665314,0.4045955023117276
a,b,4.537856055185257,0.41317591116653474
a,b,4.5553093477052,0.4217827674798844
a,b,4.572762640225143,0.43041344951996685
a,b,4.590215932745087,0.4390653282974263
a,b,4.60766922526503,0.4477357683661733
a,b,4.625122517784973,0.45642212862617076
a,b,4.642575810304916,0.465121763127937
a,b,4.6600291028248595,0.4738320218785277
a,b,4.6774823953448035,0.4825502516487495
a,b,4.694935687864747,0.4912737967813581
a,b,4.71238898038469,0.4999999999999998
b,a,-1.5707963267948966,0.4999999999999998
b,a,-1.5533430342749532,0.5087262032186416
b,a,-1.53588974175501,0.5174497483512503
b,a,-1.5184364492350666,0.5261679781214718
b,a,-1.5009831567151233,0.5348782368720625
b,a,-1.4835298641951802,0.5435778713738288
b,a,-1.4660765716752369,0.5522642316338265
b,a,-1.4486232791552935,0.5609346717025735
b,a,-1.4311699866353502,0.5695865504800326
b,a,-1.413716694115407,0.5782172325201153
b,a,-1.3962634015954636,0.5868240888334648
b,a,-1.3788101090755203,0.5954044976882723
b,a,-1.361356816555577,0.6039558454088794
b,a,-1.3439035240356336,0.6124755271719323
b,a,-1.3264502315156905,0.6209609477998336
b,a,-1.3089969389957472,0.6294095225512603
b,a,-1.2915436464758039,0.6378186779084994
b,a,-1.2740903539558606,0.6461858523613682
b,a,-1.2566370614359172,0.6545084971874736
b,a,-1.239183768915974,0.6627840772285781
b,a,-1.2217304763960306,0.671010071662834
b,a,-1.2042771838760873,0.67918397477265
b,a,-1.186823891356144,0.6873032967079559
b,a,-1.1693705988362009,0.6953655642446366
b,a,-1.1519173063162573,0.7033683215379
b,a,-1.1344640137963142,0.7113091308703494
b,a,-1.117010721276371,0.7191855733945385
b,a,-1.0995574287564276,0.7269952498697732
b,a,-1.0821041362364843,0.734735781392945
b,a,-1.064650843716541,0.7424048101231683
b,a,-1.0471975511965979,0.7499999999999997
b,a,-1.0297442586766543,0.7575190374550269
b,a,-1.0122909661567112,0.7649596321166023
b,a,-0.9948376736367678,0.7723195175075129
b,a,-0.9773843811168245,0.7795964517353733
b,a,-0.9599310885968813,0.7867882181755227
b,a,-0.9424777960769379,0.7938926261462362
b,a,-0.9250245035569946,0.8009075115760238
b,a,-0.9075712110370513,0.8078307376628292
b,a,-0.8901179185171081,0.8146601955249184
b,a,-0.8726646259971648,0.8213938048432692
b,a,-0.8552113334772214,0.8280295144952533
b,a,-0.8377580409572781,0.8345653031794285
b,a,-0.8203047484373348,0.8409991800312488
b,a,-0.8028514559173916,0.8473291852294983
b,a,-0.7853981633974483,0.8535533905932735
b,a,-0.767944870877505,0.8596699001693252
b,a,-0.7504915783575616,0.8656768508095851
b,a,-0.7330382858376183,0.8715724127386969
b,a,-0.7155849933176751,0.8773547901113857
b,a,-0.6981317007977318,0.8830222215594885
b,a,-0.6806784082777885,0.8885729807284851
b,a,-0.6632251157578452,0.8940053768033608
b,a,-0.6457718232379019,0.8993177550236457
b,a,-0.6283185307179586,0.9045084971874732
b,a,-0.6108652381980153,0.9095760221444955
b,a,-0.593411945678072,0.9145187862775206
b,a,-0.5759586531581287,0.9193352839727114
b,a,-0.5585053606381853,0.9240240480782124
b,a,-0.541052068118242,0.9285836503510558
b,a,-0.5235987755982989,0.933012701892219
b,a,-0.5061454830783556,0.9373098535696974
b,a,-0.4886921905584123,0.9414737964294628
b,a,-0.47123889803846897,0.9455032620941837
b,a,-0.45378560551852565,0.9493970231495835
b,a,-0.43633231299858233,0.9531538935183246
b,a,-0.418879020478639,0.9567727288213004
b,a,-0.4014257279586957,0.9602524267262199
b,a,-0.38397243543875237,0.9635919272833933
b,a,-0.36651914291880927,0.9667902132486005
b,a,-0.34906585039886595,0.9698463103929537
b,a,-0.33161255787892263,0.972759287799658
b,a,-0.3141592653589793,0.9755282581475763
b,a,-0.296705972839036,0.9781523779815173
b,a,-0.27925268031909267,0.9806308479691591
b,a,-0.26179938779914935,0.9829629131445337
b,a,-0.24434609527920603,0.9851478631379977
b,a,-0.2268928027592627,0.9871850323926173
b,a,-0.20943951023931962,0.9890738003669025
b,a,-0.1919862177193763,0.9908135917238314
b,a,-0.17453292519943298,0.9924038765061036
b,a,-0.15707963267948966,0.9938441702975687
b,a,-0.13962634015954634,0.9951340343707848
b,a,-0.12217304763960302,0.9962730758206607
b,a,-0.1047197551196597,0.9972609476841368
b,a,-0.08726646259971638,0.9980973490458722
b,a,-0.06981317007977306,0.998782025129912
b,a,-0.05235987755982996,0.9993147673772862
b,a,-0.03490658503988664,0.9996954135095477
b,a,-0.01745329251994332,0.9999238475781952
b,a,0.0,0.9999999999999996
b,a,0.01745329251994332,0.9999238475781952
b,a,0.03490658503988664,0.9996954135095477
b,a,0.05235987755982996,0.9993147673772862
b,a,0.06981317007977328,0.998782025129912
b,a,0.0872664625997166,0.9980973490458722
b,a,0.10471975511965992,0.9972609476841368
b,a,0.12217304763960302,0.9962730758206607
b,a,0.13962634015954634,0.9951340343707848
b,a,0.15707963267948966,0.9938441702975687
b,a,0.17453292519943298,0.9924038765061036
b,a,0.1919862177193763,0.9908135917238314
b,a,0.20943951023931962,0.9890738003669025
b,a,0.22689280275926293,0.9871850323926173
b,a,0.24434609527920625,0.9851478631379977
b,a,0.2617993877991496,0.9829629131445334
b,a,0.27925268031909267,0.9806308479691591
b,a,0.296705972839036,0.9781523779815173
b,a,0.3141592653589793,0.9755282581475763
b,a,0.33161255787892263,0.972759287799658
b,a,0.34906585039886595,0.9698463103929537
b,a,0.36651914291880927,0.9667902132486005
b,a,0.3839724354387526,0.9635919272833933
b,a,0.4014257279586959,0.9602524267262197
b,a,0.41887902047863923,0.9567727288213002
b,a,0.43633231299858233,0.9531538935183246
b,a,0.45378560551852587,0.9493970231495831
b,a,0.47123889803846897,0.9455032620941837
b,a,0.4886921905584125,0.9414737964294628
b,a,0.5061454830783556,0.9373098535696974
b,a,0.5235987755982987,0.933012701892219
b,a,0.5410520681182422,0.9285836503510554
b,a,0.5585053606381853,0.9240240480782124
b,a,0.5759586531581289,0.9193352839727114
b,a,0.593411945678072,0.9145187862775206
b,a,0.6108652381980155,0.9095760221444955
b,a,0.6283185307179586,0.9045084971874732
b,a,0.6457718232379022,0.8993177550236457
b,a,0.6632251157578453,0.8940053768033607
b,a,0.6806784082777884,0.8885729807284847
b,a,0.6981317007977319,0.8830222215594885
b,a,0.715584993317675,0.8773547901113857
b,a,0.7330382858376185,0.8715724127386967
b,a,0.7504915783575616,0.8656768508095851
b,a,0.7679448708775052,0.8596699001693252
b,a,0.7853981633974483,0.8535533905932735
b,a,0.8028514559173918,0.8473291852294983
b,a,0.8203047484373349,0.8409991800312488
b,a,0.837758040957278,0.8345653031794287
b,a,0.8552113334772216,0.8280295144952533
b,a,0.8726646259971647,0.8213938048432696
b,a,0.8901179185171082,0.8146601955249184
b,a,0.9075712110370513,0.8078307376628292
b,a,0.9250245035569948,0.8009075115760237
b,a,0.9424777960769379,0.7938926261462362
b,a,0.9599310885968815,0.7867882181755227
b,a,0.9773843811168246,0.7795964517353733
b,a,0.9948376736367677,0.7723195175075132
b,a,1.0122909661567112,0.7649596321166023
b,a,1.0297442586766543,0.7575190374550269
b,a,1.0471975511965979,0.7499999999999997
b,a,1.064650843716541,0.7424048101231683
b,a,1.0821041362364845,0.7347357813929449
b,a,1.0995574287564276,0.7269952498697732
b,a,1.1170107212763711,0.7191855733945383
b,a,1.1344640137963142,0.7113091308703494
b,a,1.1519173063162573,0.7033683215379
b,a,1.1693705988362009,0.6953655642446366
b,a,1.186823891356144,0.6873032967079559
b,a,1.2042771838760875,0.6791839747726497
b,a,1.2217304763960306,0.671010071662834
b,a,1.2391837689159741,0.662784077228578
b,a,1.2566370614359172,0.6545084971874736
b,a,1.2740903539558608,0.6461858523613682
b,a,1.2915436464758039,0.6378186779084994
b,a,1.308996938995747,0.6294095225512603
b,a,1.3264502315156905,0.6209609477998336
b,a,1.3439035240356336,0.6124755271719323
b,a,1.3613568165555772,0.6039558454088794
b,a,1.3788101090755203,0.5954044976882723
b,a,1.3962634015954638,0.5868240888334648
b,a,1.413716694115407,0.5782172325201153
b,a,1.4311699866353504,0.5695865504800324
b,a,1.4486232791552935,0.5609346717025735
b,a,1.4660765716752366,0.5522642316338265
b,a,1.4835298641951802,0.5435778713738288
b,a,1.5009831567151233,0.5348782368720625
b,a,1.5184364492350668,0.5261679781214715
b,a,1.53588974175501,0.5174497483512503
b,a,1.5533430342749535,0.5087262032186414
b,a,1.5707963267948966,0.4999999999999998
b,a,1.58824961931484,0.4912737967813579
b,a,1.6057029118347832,0.4825502516487493
b,a,1.6231562043547263,0.47383202187852796
b,a,1.6406094968746698,0.4651217631279372
b,a,1.658062789394613,0.45642212862617076
b,a,1.6755160819145565,0.4477357683661731
b,a,1.6929693744344996,0.4390653282974261
b,a,1.7104226669544431,0.43041344951996696
b,a,1.7278759594743862,0.4217827674798846
b,a,1.7453292519943298,0.41317591116653457
b,a,1.7627825445142729,0.4045955023117275
b,a,1.7802358370342164,0.39604415459111997
b,a,1.7976891295541595,0.38752447282806735
b,a,1.8151424220741026,0.37903905220016604
b,a,1.8325957145940461,0.3705904774487395
b,a,1.8500490071139892,0.3621813220915003
b,a,1.8675022996339328,0.35381414763863145
b,a,1.8849555921538759,0.3454915028125263
b,a,1.9024088846738194,0.33721592277142143
b,a,1.9198621771937625,0.32898992833716545
b,a,1.937315469713706,0.3208160252273496
b,a,1.9547687622336491,0.3126967032920438
b,a,1.9722220547535922,0.3046344357553631
b,a,1.9896753472735358,0.2966316784620999
b,a,2.007128639793479,0.2886908691296501
b,a,2.0245819323134224,0.28081442660546113
b,a,2.0420352248333655,0.2730047501302265
b,a,2.059488517353309,0.26526421860705446
b,a,2.076941809873252,0.2575951898768315
b,a,2.0943951023931957,0.2499999999999999
b,a,2.111848394913139,0.24248096254497284
b,a,2.129301687433082,0.2350403678833975
b,a,2.1467549799530254,0.2276804824924863
b,a,2.1642082724729685,0.2204035482646266
b,a,2.181661564992912,0.2132117818244769
b,a,2.199114857512855,0.2061073738537634
b,a,2.2165681500327987,0.19909248842397573
b,a,2.234021442552742,0.19216926233717085
b,a,2.2514747350726854,0.1853398044750811
b,a,2.2689280275926285,0.17860619515673024
b,a,2.2863813201125716,0.1719704855047464
b,a,2.303834612632515,0.1654346968205708
b,a,2.321287905152458,0.15900081996875073
b,a,2.3387411976724017,0.15267081477050132
b,a,2.356194490192345,0.14644660940672624
b,a,2.3736477827122884,0.1403300998306743
b,a,2.3911010752322315,0.13432314919041477
b,a,2.408554367752175,0.12842758726130277
b,a,2.426007660272118,0.12264520988861398
b,a,2.443460952792061,0.11697777844051097
b,a,2.4609142453120043,0.11142701927151462
b,a,2.4783675378319483,0.1059946231966389
b,a,2.4958208303518914,0.10068224497635347
b,a,2.5132741228718345,0.09549150281252627
b,a,2.5307274153917776,0.09042397785550417
b,a,2.5481807079117216,0.08548121372247898
b,a,2.5656340004316647,0.0806647160272879
b,a,2.5830872929516078,0.07597595192178697
b,a,2.600540585471551,0.0714163496489439
b,a,2.617993877991494,0.06698729810778072
b,a,2.635447170511438,0.062690146430302
b,a,2.652900463031381,0.058526203570536464
b,a,2.670353755551324,0.054496737905816085
b,a,2.6878070480712672,0.05060297685041656
b,a,2.7052603405912112,0.04684610648167491
b,a,2.7227136331111543,0.0432272711786995
b,a,2.7401669256310974,0.039747573273779827
b,a,2.7576202181510405,0.036408072716606316
b,a,2.7750735106709836,0.03320978675139919
b,a,2.7925268031909276,0.030153689607045755
b,a,2.8099800957108707,0.02724071220034157
b,a,2.827433388230814,0.024471741852423214
b,a,2.844886680750757,0.021847622018482296
b,a,2.862339973270701,0.019369152030840515
b,a,2.879793265790644,0.017037086855465823
b,a,2.897246558310587,0.014852136862001762
b,a,2.91469985083053,0.012814967607382405
b,a,2.9321531433504733,0.010926199633097216
b,a,2.9496064358704173,0.009186408276167993
b,a,2.9670597283903604,0.007596123493895962
b,a,2.9845130209103035,0.006155829702431141
b,a,3.0019663134302466,0.00486596562921486
b,a,3.0194196059501905,0.003726924179338959
b,a,3.0368728984701336,0.00273905231586332
b,a,3.0543261909900767,0.001902650954127234
b,a,3.07177948351002,0.0012179748700878838
b,a,3.089232776029963,0.0006852326227130736
b,a,3.106686068549907,0.0003045864904521301
b,a,3.12413936106985,7.615242180437975e-05
b,a,3.141592653589793,3.7493994566546427e-33
b,a,3.159045946109736,7.61524218043776e-05
b,a,3.17649923862968,0.0003045864904521414
b,a,3.1939525311496233,0.0006852326227130672
b,a,3.2114058236695664,0.0012179748700878752
b,a,3.2288591161895095,0.001902650954127223
b,a,3.2463124087094526,0.002739052315863308
b,a,3.2637657012293966,0.003726924179338999
b,a,3.2812189937493397,0.004865965629214847
b,a,3.2986722862692828,0.006155829702431122
b,a,3.316125578789226,0.0075961234938959395
b,a,3.33357887130917,0.009186408276168054
b,a,3.351032163829113,0.010926199633097195
b,a,3.368485456349056,0.012814967607382377
b,a,3.385938748868999,0.014852136862001732
b,a,3.4033920413889422,0.017037086855465795
b,a,3.4208453339088862,0.019369152030840598
b,a,3.4382986264288293,0.021847622018482254
b,a,3.4557519189487724,0.02447174185242318
b,a,3.4732052114687155,0.027240712200341532
b,a,3.4906585039886595,0.03015368960704585
b,a,3.5081117965086026,0.03320978675139914
b,a,3.5255650890285457,0.03640807271660629
b,a,3.543018381548489,0.039747573273779785
b,a,3.560471674068432,0.04322727117869946
b,a,3.577924966588376,0.04684610648167504
b,a,3.595378259108319,0.05060297685041651
b,a,3.612831551628262,0.05449673790581604
b,a,3.630284844148205,0.05852620357053641
b,a,3.647738136668149,0.06269014643030214
b,a,3.6651914291880923,0.06698729810778066
b,a,3.6826447217080354,0.07141634964894385
b,a,3.7000980142279785,0.07597595192178691
b,a,3.7175513067479216,0.08066471602728785
b,a,3.7350045992678655,0.08548121372247922
b,a,3.7524578917878086,0.09042397785550407
b,a,3.7699111843077517,0.0954915028125262
b,a,3.787364476827695,0.10068224497635345
b,a,3.804817769347639,0.10599462319663905
b,a,3.822271061867582,0.11142701927151458
b,a,3.839724354387525,0.1169777784405109
b,a,3.857177646907468,0.12264520988861383
b,a,3.874630939427411,0.12842758726130263
b,a,3.892084231947355,0.13432314919041483
b,a,3.9095375244672983,0.14033009983067446
b,a,3.9269908169872414,0.14644660940672613
b,a,3.9444441095071845,0.15267081477050115
b,a,3.9618974020271285,0.15900081996875073
b,a,3.9793506945470716,0.1654346968205708
b,a,3.9968039870670147,0.17197048550474625
b,a,4.014257279586958,0.1786061951567302
b,a,4.031710572106901,0.18533980447508103
b,a,4.049163864626845,0.1921692623371709
b,a,4.066617157146788,0.19909248842397573
b,a,4.084070449666731,0.2061073738537633
b,a,4.101523742186674,0.21321178182447673
b,a,4.118977034706618,0.2204035482646266
b,a,4.136430327226561,0.2276804824924864
b,a,4.153883619746504,0.23504036788339744
b,a,4.171336912266447,0.24248096254497273
b,a,4.1887902047863905,0.2499999999999996
b,a,4.2062434973063345,0.2575951898768315
b,a,4.223696789826278,0.26526421860705446
b,a,4.241150082346221,0.2730047501302264
b,a,4.258603374866164,0.280814426605461
b,a,4.276056667386108,0.2886908691296502
b,a,4.293509959906051,0.2966316784620999
b,a,4.310963252425994,0.304634435755363
b,a,4.328416544945937,0.3126967032920438
b,a,4.34586983746588,0.3208160252273495
b,a,4.363323129985824,0.32898992833716556
b,a,4.380776422505767,0.33721592277142154
b,a,4.39822971502571,0.34549150281252616
b,a,4.4156830075456535,0.35381414763863134
b,a,4.4331363000655974,0.3621813220915005
b,a,4.4505895925855405,0.37059047744873963
b,a,4.468042885105484,0.37903905220016604
b,a,4.485496177625427,0.38752447282806735
b,a,4.50294947014537,0.39604415459111997
b,a,4.520402762665314,0.4045955023117276
b,a,4.537856055185257,0.41317591116653474
b,a,4.5553093477052,0.4217827674798844
b,a,4.572762640225143,0.43041344951996685
b,a,4.590215932745087,0.4390653282974263
b,a,4.60766922526503,0.4477357683661733
b,a,4.625122517784973,0.45642212862617076
b,a,4.642575810304916,0.465121763127937
b,a,4.6600291028248595,0.4738320218785277
b,a,4.6774823953448035,0.4825502516487495
b,a,4.694935687864747,0.4912737967813581
b,a,4.71238898038469,0.4999999999999998
b,b,-1.5707963267948966,0.4999999999999998
b,b,-1.5533430342749532,0.4912737967813579
b,b,-1.53588974175501,0.4825502516487493
b,b,-1.5184364492350666,0.47383202187852785
b,b,-1.5009831567151233,0.4651217631279372
b,b,-1.4835298641951802,0.45642212862617076
b,b,-1.4660765716752369,0.4477357683661731
b,b,-1.4486232791552935,0.439065328297426
b,b,-1.4311699866353502,0.43041344951996713
b,b,-1.413716694115407,0.4217827674798844
b,b,-1.3962634015954636,0.41317591116653474
b,b,-1.3788101090755203,0.4045955023117275
b,b,-1.361356816555577,0.39604415459112013
b,b,-1.3439035240356336,0.38752447282806735
b,b,-1.3264502315156905,0.37903905220016604
b,b,-1.3089969389957472,0.3705904774487395
b,b,-1.2915436464758039,0.3621813220915003
b,b,-1.2740903539558606,0.35381414763863145
b,b,-1.2566370614359172,0.34549150281252616
b,b,-1.239183768915974,0.33721592277142143
b,b,-1.2217304763960306,0.32898992833716545
b,b,-1.2042771838760873,0.32081602522734975
b,b,-1.186823891356144,0.3126967032920438
b,b,-1.1693705988362009,0.3046344357553631
b,b,-1.1519173063162573,0.29663167846209965
b,b,-1.1344640137963142,0.2886908691296501
b,b,-1.117010721276371,0.28081442660546113
b,b,-1.0995574287564276,0.2730047501302265
b,b,-1.0821041362364843,0.26526421860705446
b,b,-1.064650843716541,0.2575951898768313
b,b,-1.0471975511965979,0.25
b,b,-1.0297442586766543,0.24248096254497278
b,b,-1.0122909661567112,0.23504036788339744
b,b,-0.9948376736367678,0.2276804824924863
b,b,-0.9773843811168245,0.22040354826462652
b,b,-0.9599310885968813,0.2132117818244769
b,b,-0.9424777960769379,0.2061073738537634
b,b,-0.9250245035569946,0.19909248842397573
b,b,-0.9075712110370513,0.19216926233717074
b,b,-0.8901179185171081,0.18533980447508128
b,b,-0.8726646259971648,0.17860619515673024
b,b,-0.8552113334772214,0.17197048550474625
b,b,-0.8377580409572781,0.1654346968205708
b,b,-0.8203047484373348,0.15900081996875062
b,b,-0.8028514559173916,0.15267081477050132
b,b,-0.7853981633974483,0.14644660940672613
b,b,-0.767944870877505,0.1403300998306744
b,b,-0.7504915783575616,0.13432314919041466
b,b,-0.7330382858376183,0.1284275872613028
b,b,-0.7155849933176751,0.12264520988861398
b,b,-0.6981317007977318,0.1169777784405109
b,b,-0.6806784082777885,0.11142701927151447
b,b,-0.6632251157578452,0.10599462319663894
b,b,-0.6457718232379019,0.10068224497635352
b,b,-0.6283185307179586,0.09549150281252623
b,b,-0.6108652381980153,0.09042397785550403
b,b,-0.593411945678072,0.08548121372247912
b,b,-0.5759586531581287,0.0806647160272879
b,b,-0.5585053606381853,0.07597595192178694
b,b,-0.541052068118242,0.07141634964894378
b,b,-0.5235987755982989,0.06698729810778063
b,b,-0.5061454830783556,0.06269014643030209
b,b,-0.4886921905584123,0.058526203570536506
b,b,-0.47123889803846897,0.054496737905816044
b,b,-0.45378560551852565,0.05060297685041645
b,b,-0.43633231299858233,0.04684610648167498
b,b,-0.418879020478639,0.04322727117869951
b,b,-0.4014257279586957,0.0397475732737798
b,b,-0.38397243543875237,0.03640807271660627
b,b,-0.36651914291880927,0.03320978675139913
b,b,-0.34906585039886595,0.030153689607045803
b,b,-0.33161255787892263,0.027240712200341587
b,b,-0.3141592653589793,0.024471741852423196
b,b,-0.296705972839036,0.021847622018482248
b,b,-0.27925268031909267,0.019369152030840553
b,b,-0.26179938779914935,0.017037086855465837
b,b,-0.24434609527920603,0.014852136862001746
b,b,-0.2268928027592627,0.012814967607382363
b,b,-0.20943951023931962,0.010926199633097183
b,b,-0.1919862177193763,0.00918640827616802
b,b,-0.17453292519943298,0.007596123493895969
b,b,-0.15707963267948966,0.006155829702431132
b,b,-0.13962634015954634,0.004865965629214837
b,b,-0.12217304763960302,0.0037269241793389785
b,b,-0.1047197551196597,0.002739052315863325
b,b,-0.08726646259971638,0.0019026509541272285
b,b,-0.06981317007977306,0.0012179748700878717
b,b,-0.05235987755982996,0.0006852326227130647
b,b,-0.03490658503988664,0.0003045864904521357
b,b,-0.01745329251994332,7.61524218043806e-05
b,b,0.0,0.0
b,b,0.01745329251994332,7.61524218043806e-05
b,b,0.03490658503988664,0.0003045864904521357
b,b,0.05235987755982996,0.0006852326227130647
b,b,0.06981317007977328,0.0012179748700878795
b,b,0.0872664625997166,0.001902650954127238
b,b,0.10471975511965992,0.0027390523158633377
b,b,0.12217304763960302,0.0037269241793389785
b,b,0.13962634015954634,0.004865965629214837
b,b,0.15707963267948966,0.006155829702431132
b,b,0.17453292519943298,0.007596123493895969
b,b,0.1919862177193763,0.00918640827616802
b,b,0.20943951023931962,0.010926199633097183
b,b,0.22689280275926293,0.012814967607382393
b,b,0.24434609527920625,0.014852136862001776
b,b,0.2617993877991496,0.017037086855465865
b,b,0.27925268031909267,0.019369152030840553
b,b,0.296705972839036,0.021847622018482248
b,b,0.3141592653589793,0.024471741852423196
b,b,0.33161255787892263,0.027240712200341587
b,b,0.34906585039886595,0.030153689607045803
b,b,0.36651914291880927,0.03320978675139913
b,b,0.3839724354387526,0.03640807271660631
b,b,0.4014257279586959,0.03974757327377984
b,b,0.41887902047863923,0.04322727117869957
b,b,0.43633231299858233,0.04684610648167498
b,b,0.45378560551852587,0.050602976850416516
b,b,0.47123889803846897,0.054496737905816044
b,b,0.4886921905584125,0.05852620357053655
b,b,0.5061454830783556,0.06269014643030209
b,b,0.5235987755982987,0.0669872981077806
b,b,0.5410520681182422,0.07141634964894387
b,b,0.5585053606381853,0.07597595192178694
b,b,0.5759586531581289,0.080664716027288
b,b,0.593411945678072,0.08548121372247912
b,b,0.6108652381980155,0.0904239778555041
b,b,0.6283185307179586,0.09549150281252623
b,b,0.6457718232379022,0.10068224497635359
b,b,0.6632251157578453,0.10599462319663897
b,b,0.6806784082777884,0.11142701927151447
b,b,0.6981317007977319,0.11697777844051092
b,b,0.715584993317675,0.12264520988861394
b,b,0.7330382858376185,0.12842758726130288
b,b,0.7504915783575616,0.13432314919041466
b,b,0.7679448708775052,0.14033009983067446
b,b,0.7853981633974483,0.14644660940672613
b,b,0.8028514559173918,0.1526708147705014
b,b,0.8203047484373349,0.1590008199687507
b,b,0.837758040957278,0.16543469682057077
b,b,0.8552113334772216,0.17197048550474625
b,b,0.8726646259971647,0.17860619515673024
b,b,0.8901179185171082,0.18533980447508128
b,b,0.9075712110370513,0.19216926233717074
b,b,0.9250245035569948,0.19909248842397584
b,b,0.9424777960769379,0.2061073738537634
b,b,0.9599310885968815,0.21321178182447692
b,b,0.9773843811168246,0.2204035482646266
b,b,0.9948376736367677,0.22768048249248624
b,b,1.0122909661567112,0.23504036788339744
b,b,1.0297442586766543,0.24248096254497278
b,b,1.0471975511965979,0.25
b,b,1.064650843716541,0.2575951898768313
b,b,1.0821041362364845,0.26526421860705457
b,b,1.0995574287564276,0.2730047501302265
b,b,1.1170107212763711,0.28081442660546124
b,b,1.1344640137963142,0.2886908691296501
b,b,1.1519173063162573,0.29663167846209965
b,b,1.1693705988362009,0.3046344357553631
b,b,1.186823891356144,0.3126967032920438
b,b,1.2042771838760875,0.32081602522734975
b,b,1.2217304763960306,0.32898992833716545
b,b,1.2391837689159741,0.3372159227714217
b,b,1.2566370614359172,0.34549150281252616
b,b,1.2740903539558608,0.3538141476386316
b,b,1.2915436464758039,0.3621813220915003
b,b,1.308996938995747,0.37059047744873935
b,b,1.3264502315156905,0.37903905220016604
b,b,1.3439035240356336,0.38752447282806735
b,b,1.3613568165555772,0.39604415459112025
b,b,1.3788101090755203,0.4045955023117275
b,b,1.3962634015954638,0.41317591116653474
b,b,1.413716694115407,0.4217827674798844
b,b,1.4311699866353504,0.43041344951996724
b,b,1.4486232791552935,0.439065328297426
b,b,1.4660765716752366,0.447735768366173
b,b,1.4835298641951802,0.45642212862617076
b,b,1.5009831567151233,0.4651217631279372
b,b,1.5184364492350668,0.47383202187852796
b,b,1.53588974175501,0.4825502516487493
b,b,1.5533430342749535,0.4912737967813581
b,b,1.5707963267948966,0.4999999999999998
b,b,1.58824961931484,0.5087262032186416
b,b,1.6057029118347832,0.5174497483512503
b,b,1.6231562043547263,0.5261679781214715
b,b,1.6406094968746698,0.5348782368720625
b,b,1.658062789394613,0.5435778713738288
b,b,1.6755160819145565,0.5522642316338265
b,b,1.6929693744344996,0.5609346717025735
