artifact_state,parameter_match,group,length,dimension,beta,observable,family,boundary,shell_mode,shell_width,delta,count,log_d_count
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.13,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1325,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.135,15,0.6511484326014199
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1375,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.14,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.14250000000000002,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.145,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1475,12,0.5974937501201928
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.15,12,0.5974937501201928
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1525,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.155,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1575,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.16,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1625,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.165,10,0.5536546824812272
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.1675,9,0.5283208335737188
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.25,sigma_x,eth_nonintegrable,periodic,centred,8,0.17,7,0.46789248700960073
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0,64,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0025,64,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.005,62,0.992366051731146
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0075,62,0.992366051731146
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.01,61,0.9884562229271479
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0125,61,0.9884562229271479
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.015,61,0.9884562229271479
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0175,60,0.9844817659347531
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.02,60,0.9844817659347531
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0225,58,0.9763301658545954
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.025,56,0.9678924870096008
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0275,56,0.9678924870096008
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.03,55,0.9635599522541101
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0325,55,0.9635599522541101
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.035,55,0.9635599522541101
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0375,49,0.9357849740192015
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.04,49,0.9357849740192015
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0425,48,0.9308270834535262
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.045,48,0.9308270834535262
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0475,47,0.9257648086129396
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.05,43,0.9043774591170164
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0525,42,0.8987195704631268
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.055,41,0.8929253341030141
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0575,40,0.8869880158145604
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.06,38,0.8746545855739309
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0625,37,0.8682422276048251
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.065,35,0.8548805028241611
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0675,35,0.8548805028241611
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.07,33,0.8407323532264089
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0725,33,0.8407323532264089
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.075,29,0.8096634991879288
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0775,28,0.8012258203429341
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.08,28,0.8012258203429341
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0825,26,0.7834066196901821
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.085,26,0.7834066196901821
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.08750000000000001,26,0.7834066196901821
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.09,24,0.7641604167868594
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0925,24,0.7641604167868594
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.095,23,0.7539269926761689
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0975,23,0.7539269926761689
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1,22,0.7432386031062164
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.10250000000000001,22,0.7432386031062164
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.105,20,0.7203213491478938
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1075,20,0.7203213491478938
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.11,19,0.7079879189072643
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1125,19,0.7079879189072643
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.115,19,0.7079879189072643
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.11750000000000001,18,0.6949875002403854
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.12,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1225,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.125,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1275,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.13,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1325,17,0.6812438068750567
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.135,15,0.6511484326014199
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1375,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.14,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.14250000000000002,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.145,14,0.6345591536762674
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1475,12,0.5974937501201928
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.15,12,0.5974937501201928
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1525,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.155,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1575,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.16,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1625,11,0.5765719364395496
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.165,10,0.5536546824812272
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.1675,9,0.5283208335737188
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,0.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.17,7,0.46789248700960073
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0,64,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0025,64,1.0
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.005,62,0.992366051731146
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0075,62,0.992366051731146
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.01,61,0.9884562229271479
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0125,61,0.9884562229271479
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.015,61,0.9884562229271479
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0175,60,0.9844817659347531
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.02,60,0.9844817659347531
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0225,58,0.9763301658545954
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.025,56,0.9678924870096008
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0275,56,0.9678924870096008
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.03,55,0.9635599522541101
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0325,55,0.9635599522541101
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.035,55,0.9635599522541101
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0375,49,0.9357849740192015
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.04,49,0.9357849740192015
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0425,48,0.9308270834535262
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.045,48,0.9308270834535262
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0475,47,0.9257648086129396
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.05,43,0.9043774591170164
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0525,42,0.8987195704631268
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.055,41,0.8929253341030141
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0575,40,0.8869880158145604
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.06,38,0.8746545855739309
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0625,37,0.8682422276048251
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.065,35,0.8548805028241611
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0675,35,0.8548805028241611
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.07,33,0.8407323532264089
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0725,33,0.8407323532264089
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.075,29,0.8096634991879288
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0775,28,0.8012258203429341
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.08,28,0.8012258203429341
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,6,64,1.75,sigma_x,eth_nonintegrable,periodic,centred,8,0.0825,26,0.7834066196901821
